initial_design, DcGain, Voltage_Ripple
"[7.738279700963504e-06, 9.587807517781118e-06, 1.416790305731956e-06, 3.3159315855688237e-06, 2.5158443393070415e-06, 1.6752841400367475e-05, 0.00028599188621920493, 0.0003942155275530586, 0.0003961589416043606, 0.32920584876392117, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.08055316,0.8022399
"[5.457231423233786e-06, 1.6797613294426825e-05, 1.6151385444018158e-06, 2.7015570026448616e-06, 1.8174779684533464e-05, 7.5719361090732615e-06, 0.0009739927176044978, 6.233504447074247e-05, 0.0008968460611803508, 0.18773563690606682, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4253552,0.02486197
"[1.92051628344906e-05, 7.104409568003531e-06, 7.167876426599357e-06, 4.206087011973382e-06, 1.481059950483803e-05, 8.558002062244816e-06, 0.0005518901876116614, 0.000787248622084378, 0.0007034906401972054, 0.2812226923522838, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2255995,0.1059616
"[1.755176322727692e-05, 6.618110019740215e-06, 1.917394156080072e-05, 1.0796471992497222e-05, 1.0619200982839937e-05, 6.406959148719017e-06, 0.00010517790279852286, 0.0004564803706960118, 0.0009576884372677122, 0.7380732305415366, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.113673,0.0341504
"[1.2807388626367764e-05, 1.968032887264626e-05, 6.041535312242224e-06, 1.8434861802125485e-05, 5.389977230969773e-06, 2.4126277766559524e-06, 0.0008773157067868126, 0.0007219098407823299, 0.0008622689885756203, 0.8220706622665754, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.72233,0.0221378
"[5.3308553212786e-06, 7.996531323573603e-06, 1.711582969054386e-05, 1.1988592895944049e-05, 1.2300629399505278e-05, 1.3283054231482689e-05, 0.0003323068854507366, 0.00015086877046256925, 0.00042716050710021495, 0.7494536402371811, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0162125,1.63837
"[1.1735142662616666e-06, 1.904825427937134e-05, 6.037620151259939e-06, 4.294831537840676e-06, 7.110359577692867e-06, 1.1521730536135334e-05, 0.00039248835237055035, 0.00028168240381468547, 0.0007487518513349089, 0.7294275469283655, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0452559,0.185682
"[8.560470479298259e-06, 1.5793214847027277e-05, 5.285124437867539e-06, 4.368047447255562e-06, 5.049800140286407e-06, 4.044501920372787e-06, 0.00015386898927904956, 0.00030886973599228483, 0.0006528671243226609, 0.44133200995308464, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00233141,3.75238
"[1.4207514275879327e-06, 1.8574283235876666e-05, 4.052192107164313e-06, 1.8398678716932136e-05, 1.7791868084034607e-05, 6.0280475141565104e-06, 0.00022769967541449266, 0.000543282537253147, 0.0006547596310675892, 0.5158938115040202, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01832357,1.783955
"[9.080408042240532e-06, 1.7319897235553817e-05, 8.454424104239592e-06, 1.9095795007943127e-05, 1.4795360488088854e-05, 1.020094249093314e-05, 0.0002905488430445568, 9.688413831683485e-05, 0.00041622158718357746, 0.3607989807954177, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1525078,0.1616483
"[1.8952781384847137e-05, 1.381135234351297e-05, 1.2860240124607511e-06, 1.0405807830226264e-05, 3.012022823706137e-06, 1.6920840692258342e-05, 0.0008178916567291161, 0.0003196901677582694, 0.0006847600696934333, 0.447598676903496, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.10996,0.979751
"[1.4845293075785822e-05, 1.586039721366786e-05, 1.0089943956785123e-05, 1.7446842687424166e-05, 3.813032060424104e-06, 6.480868124676648e-06, 0.0007006801307622464, 0.000710531177216087, 0.0005437357753431593, 0.8883168062568856, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.940866,0.0615381
"[1.0139061925127516e-05, 4.447450356412661e-06, 9.260991846795331e-06, 1.6448105803468826e-05, 8.616529010162228e-06, 5.517357956228366e-06, 0.0004565671956497062, 0.0004918991141048411, 0.0007387091131976895, 0.5845715226116934, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.04209241,0.2111607
"[5.994255248731537e-06, 1.9962972808852597e-05, 1.563199148236785e-05, 2.0191492434708384e-06, 1.6971759037354743e-05, 1.878678159125071e-05, 0.0009624781620713228, 0.0001274422168432797, 0.00012850737741227137, 0.6250258129681484, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0433136,0.166542
"[1.3110725048770407e-05, 1.4315715488873314e-05, 1.3948919869372813e-05, 1.8303611631543187e-05, 1.3226893478557206e-05, 1.3025117327020974e-06, 7.684889374594915e-05, 0.0003686970172327548, 0.0003737389529078858, 0.3071809342737857, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2589698,0.2580409
"[3.492994936431152e-06, 1.9140707698672223e-05, 8.679842522355094e-06, 3.856668984187144e-06, 1.5994763626747288e-05, 2.4389260593709905e-06, 0.0005712178801130151, 0.0008863100300687548, 0.000536208926620302, 0.6398940139692288, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01365959,2.543517
"[7.713404815721653e-06, 1.5568659473985417e-05, 1.667586583254023e-05, 6.001275914458132e-06, 1.0881122491148538e-05, 4.913228248187412e-06, 0.0002347858698233209, 0.0002859317422977684, 0.0006084703059414778, 0.3718311619452892, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.04652473,0.1596103
"[1.0945627043416682e-05, 1.1662870585117664e-05, 5.822442885593354e-06, 1.8664805536761592e-05, 2.1945698217986045e-06, 1.0185275939435332e-05, 0.000906325839981034, 0.0006322878448191768, 5.878648109800553e-05, 0.5532030835393594, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0545083,0.38395
"[8.066994783691298e-06, 1.2175480012487005e-05, 9.623904401746186e-06, 2.1076948546864697e-06, 1.2469921609474432e-05, 9.181103465526727e-06, 0.0005617701087599681, 0.0005072409669500923, 0.0005537408908680099, 0.21975408815193176, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3285026,0.07749159
"[1.3799780734638753e-05, 9.846007385808775e-06, 1.972055017035505e-05, 1.758242128454747e-05, 1.687682968304674e-05, 1.796070291356319e-06, 4.541695499515571e-05, 0.0001223354264398925, 0.0009493537989008631, 0.23481782958525663, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.486869,0.1851417
"[9.112703698669367e-06, 1.7709275195650782e-05, 1.889318837358174e-05, 9.485124767555528e-06, 8.17360250134465e-06, 1.661599866349558e-05, 0.0006304125417603636, 0.0001555082118051738, 0.0008814244300323261, 0.7696945951223747, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.217159,0.159127
"[5.766894584400287e-06, 1.1648447626499216e-05, 7.031023556555114e-06, 1.113011483762669e-05, 1.5910139799791303e-05, 1.114706856146492e-05, 9.858675541091592e-05, 0.0008104701829660427, 0.00025404119400807744, 0.6853830551470564, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0476241,0.936432
"[1.176367155717374e-05, 8.85415206376549e-06, 5.801664490620331e-06, 1.6474961270231202e-05, 1.9697901328133207e-05, 1.060519722048922e-05, 0.000502429824922177, 0.00019401303398654295, 0.00038703039623765674, 0.2111609771613585, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7074523,0.04314804
"[1.9983008709855613e-05, 1.397828083032481e-06, 9.294588663901815e-06, 1.4524330942271456e-05, 1.3318398377733849e-05, 1.4856813118247885e-05, 0.00037057468223778713, 0.0009757469212382683, 0.0005882730741032282, 0.8232600823426393, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.848116,0.225407
"[8.003116819248298e-06, 9.65726061124787e-06, 3.6181086419703504e-06, 1.2349011772041036e-05, 1.9807595064602447e-05, 1.33514167823731e-05, 0.0009530763724744162, 0.0006033664394250977, 0.0001456731368108772, 0.5615661503990076, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0739006,0.185092
"[1.3940597989843326e-05, 1.1547062202958936e-05, 8.886111883584782e-06, 7.347661560891418e-06, 1.8079264532302202e-05, 1.9390311969072973e-05, 0.00016915258000086377, 0.0008558767426406674, 0.0008236135630226056, 0.8021502648263313, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.272987,0.1812
"[8.541235778864165e-06, 3.032596296937899e-06, 9.271674305589196e-06, 1.5267068163396614e-05, 1.542309364875021e-05, 1.2434648415303167e-05, 0.0003432932975669408, 5.817472927374297e-05, 0.0005402126894788254, 0.42202573513023267, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.05307573,1.235722
"[1.0552419289587039e-05, 1.6178334427686502e-05, 1.0645984401361924e-05, 1.4800667086471266e-05, 2.801639941864052e-06, 1.5324495323788653e-05, 0.0005306300004755906, 0.000912992000361466, 0.0004941328411575174, 0.8395735380058622, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.705567,0.0930119
"[1.648215509339033e-05, 1.7260304130498086e-05, 1.4456253441738762e-05, 5.3250574430086575e-06, 6.1948601991164195e-06, 1.757855656116275e-05, 0.0008331715513462947, 0.00015024422168977454, 0.0008854712349140131, 0.32874283033320206, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2816561,0.191574
"[1.9241255071286457e-05, 1.3272686695191693e-05, 1.1450967618264963e-05, 1.1655453293713472e-05, 1.603667455551852e-05, 1.8701280585141135e-06, 9.140642046648429e-06, 0.0007743739599985983, 0.0002821983716800129, 0.6851472447990293, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0348719,0.631039
"[1.641364166989767e-05, 1.1091243704673068e-05, 9.163362197435876e-06, 1.816550180137543e-05, 1.1327678457815024e-05, 3.368208302789776e-06, 0.00018075729795864195, 2.946562518631437e-05, 0.0007519573977487776, 0.15429525061160207, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6353718,0.1561129
"[7.671134129951537e-06, 7.134135195864832e-06, 1.5470914953213843e-05, 1.9786813556920104e-05, 7.963441088075046e-06, 1.5753266066453662e-05, 0.0001363256248318805, 0.0003987942908647381, 0.0009355178234825771, 0.6412896318210186, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0127695,1.4277
"[1.592730952437321e-05, 1.3227390218123756e-05, 1.831467631509642e-05, 2.377436837514752e-06, 1.4023369869538266e-05, 8.882415664618836e-06, 8.825479569486586e-05, 0.0001381897395518701, 8.676295465668057e-06, 0.637933577511661, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0287076,1.29904
"[1.6154252697967215e-05, 1.7873362776685045e-05, 3.069557531130358e-06, 4.3617410093513595e-06, 1.124097717096863e-05, 1.9409243200722873e-05, 0.0009419955177434394, 0.0005419757620193145, 0.0005922994983025297, 0.8615892067951686, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.855256,0.0436615
"[9.270290971390494e-06, 4.785310096235478e-06, 1.513515991724921e-05, 1.3217236396676249e-05, 1.9506220053299664e-05, 1.5674701235583634e-05, 0.000705140865740682, 3.262706574908793e-05, 0.0008706272213327563, 0.6622788701954553, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.040213,0.644205
"[1.6236589531268334e-05, 1.7059647230761614e-05, 1.4513912879807621e-05, 4.856198327871942e-06, 4.947303076478741e-06, 1.36075113217794e-05, 0.0008055195995810155, 0.00023579721870915833, 0.0008962079355262678, 0.7576285091499062, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.538741,0.143831
"[6.9259626382449344e-06, 1.95523381764835e-05, 1.7792390241402213e-05, 1.4106406014151484e-05, 1.2880346947575308e-05, 7.743514112067373e-06, 0.00032054636637788366, 0.000662652931541628, 0.0001479156845951383, 0.13020669225993708, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7302749,0.09912759
"[1.5650052582435196e-05, 1.473050759806565e-06, 1.0746879116668022e-05, 1.5480951861408254e-05, 7.364518270222985e-06, 4.139048464043072e-06, 6.235701671403617e-05, 0.00030017045128810844, 0.00032219143853594496, 0.3986634438371125, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01200109,1.625207
"[9.53807465412766e-06, 5.542645342842529e-06, 5.093879471536288e-06, 4.465024705614177e-06, 1.0121854430943267e-06, 1.59398364157946e-05, 1.856070693683714e-05, 0.0002984543729032675, 0.0006867218897779174, 0.7322537388008484, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0122638,1.12245
"[9.970234411901776e-06, 1.421587140576381e-06, 1.5405198853568078e-05, 1.0678313505183748e-05, 1.1600405388375396e-06, 6.174216898915202e-06, 0.0002728087483242915, 0.0006043284087715935, 0.0005021522787953197, 0.5414969207629714, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.001588544,3.851172
"[1.9371579128644852e-05, 1.8514772577001945e-05, 5.994074149488799e-06, 9.21341585039851e-06, 1.9266699449669036e-05, 1.4614313731521195e-05, 0.0007366661747740334, 1.0958235874446473e-05, 0.00021389197359571088, 0.43287241838975243, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0109807,4.69128
"[1.772295069353156e-05, 7.917998295287778e-06, 8.914540019192071e-06, 2.197918941347987e-06, 7.72574775587552e-06, 1.0126781435370645e-05, 0.000749440741990721, 0.0002624068621804051, 0.00023028559190009786, 0.1818648920943937, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4617073,0.1731446
"[1.032546799084054e-05, 1.6752281042944537e-05, 5.583479725769558e-06, 1.5574735493199222e-05, 1.902110649256595e-05, 8.481773013698956e-06, 0.000890830510810666, 0.0008285676484670244, 0.0007199244296878834, 0.12230892303016414, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5987242,0.0205358
"[1.8465861934285314e-06, 9.852239460872233e-06, 2.9122255965719064e-06, 1.5354216585089472e-05, 8.127913018908092e-06, 1.656746797459652e-05, 0.0006867562408829082, 0.0008335659063586507, 0.0006653363897390609, 0.6994558470772212, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0130448,1.12684
"[5.202565606887359e-06, 1.3003806598343761e-05, 7.162796633260611e-06, 1.0697078321905327e-05, 7.5926051292350265e-06, 1.569760654955509e-05, 0.0002946485170377521, 1.665465029672759e-05, 2.9418657284546457e-06, 0.23659475658967524, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4663044,0.1927782
"[1.052406553172139e-05, 1.8400864220102514e-05, 5.279313256135537e-06, 7.787411855815694e-06, 3.899133900781068e-06, 1.0663971525638409e-05, 0.0006840615450838737, 0.00019906734390409163, 0.00039845972296379266, 0.26650237956093215, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3154179,0.08097039
"[5.8546115593746206e-06, 1.3065045607840663e-06, 1.0224381731756738e-06, 7.203435785195916e-06, 9.245571772028142e-06, 1.2205399783938016e-05, 0.0008328841433835903, 0.0007125788027940125, 0.000583724104082131, 0.781728009069288, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.04819674,0.4341711
"[1.8133374330267772e-05, 1.7209520886172707e-05, 1.5826779586247815e-05, 1.8075355021327304e-05, 1.857188359375064e-05, 1.071112473609221e-05, 0.0009158505175000725, 0.0006300075020117772, 0.0002626202964893668, 0.42545619593607964, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0250961,1.10036
"[1.7807509676559757e-05, 1.2855017928076202e-05, 1.0102611176105125e-05, 1.4501345301086529e-05, 1.6808478908077195e-05, 6.466657209314952e-06, 0.0007039606016784605, 0.000439833873896289, 0.0009524433016258602, 0.30944346700743686, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3103575,0.05653812
"[1.0218450650852128e-05, 1.2138679557597537e-06, 6.863804441997063e-06, 7.029333505302187e-06, 8.63936720032691e-06, 1.9100045527121573e-05, 0.00024868021206690005, 7.871899161669846e-05, 0.0005990673386699996, 0.5883825054772226, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03808314,2.519727
"[1.99230097270859e-05, 1.5961021458193863e-05, 1.719410225161397e-05, 9.472944343086745e-06, 2.9284007641633846e-06, 1.8121720802027564e-05, 0.0004904787562271376, 0.0002909834351194401, 0.0009672321810092361, 0.42363122829162847, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.05548984,0.4730259
"[6.95253016141053e-06, 1.2540160747975545e-05, 8.139288309915026e-06, 1.694941270461927e-05, 1.478162225204438e-05, 3.5678719621812218e-06, 2.463876204078083e-05, 0.0006374732466096273, 0.0008619726582619493, 0.5826911623947183, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0122518,2.02532
"[5.092969206690161e-06, 1.2336299731088646e-06, 1.71901397382705e-05, 1.7273300560684592e-05, 1.9368152267118878e-05, 2.3020343861410964e-06, 0.0004494718374038764, 0.0009916470544622596, 0.0005064173652567029, 0.6327323978090328, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.02966665,1.130793
"[5.740693573182709e-06, 1.6492602975634962e-05, 1.0277286369616388e-05, 1.690629302950324e-05, 1.6709013329859086e-05, 9.632200338847794e-06, 8.013100718042963e-05, 0.0007575334112213798, 0.0005101136262932609, 0.7251055087527967, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0259147,0.28875
"[2.012586373549438e-06, 8.072887563104649e-06, 2.6083617763819277e-06, 2.6363928373135835e-06, 1.3564036776714474e-05, 7.341910068294444e-06, 0.0004950145705388852, 0.0009968384421990034, 0.0009442912541284438, 0.2562943724731911, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2138343,0.3123563
"[1.664457882415684e-05, 4.544727378732777e-06, 3.352169457832886e-06, 1.2011399387155843e-05, 1.3869960130049195e-05, 9.074793195971625e-06, 0.0008787827390202824, 0.0005828373043585789, 0.0007538435625781411, 0.6342535081421645, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0385496,1.57179
"[1.0569919962388215e-05, 1.075099987403027e-06, 4.959434729694836e-06, 1.5983602834090903e-05, 7.484139136287838e-06, 1.2903971304947351e-05, 0.00017014047923035028, 0.0007163471719331634, 0.0005763968188698165, 0.2450370364952042, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5157806,0.02829377
"[6.381240227014956e-06, 1.5286708518637395e-05, 1.6955589837450315e-05, 9.202364434681915e-06, 7.242557060513883e-06, 2.6057564887339577e-06, 0.00036626238384009915, 5.684295294961169e-05, 0.0007875480343115534, 0.6956793603789204, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0590279,0.456339
"[1.0215302089355172e-05, 1.6484829359602618e-05, 9.350660327493169e-06, 4.045383494285635e-06, 5.419088517038146e-06, 1.521540642228427e-05, 0.0007160616401933167, 0.0006284171331979845, 0.00014634422338396478, 0.3616772343982372, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.02805352,0.269641
"[7.52666046265053e-06, 6.68316143275686e-06, 5.5095961284246296e-06, 1.6539904352395577e-05, 8.153834794410857e-06, 8.797654136159047e-06, 0.0002048175688238514, 0.0004972790971099444, 0.0001335137928998979, 0.6806517271710617, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03899896,0.6684435
"[1.4002887143689545e-05, 4.503300338607599e-06, 6.2212254296136005e-06, 2.041022901633774e-06, 1.0337398646207429e-05, 2.070237820329333e-06, 0.0006932879842898533, 4.423069558026904e-05, 0.0007209189272689523, 0.4897488658278042, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00350531,10.1307
"[1.7657383610381262e-06, 5.372914193019731e-06, 2.4213460827284785e-06, 7.322817798010731e-06, 3.595145585617567e-06, 1.0543162280786979e-05, 0.0003213797080752984, 7.94756957118268e-05, 0.00019334389399440765, 0.6255541715611956, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.002606057,6.023752
"[7.76543746961159e-06, 1.5828599971570497e-05, 9.534609641220809e-06, 2.387640657863695e-06, 1.0872931390590648e-05, 7.986575434381032e-06, 0.0007590585480700846, 0.0007296878865287057, 0.0007087173463151189, 0.21915904979103873, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3217552,0.2436417
"[6.400702360978657e-06, 1.586996466804114e-05, 1.663335156816068e-05, 2.5324250633585936e-06, 1.4221521099279317e-05, 1.3786172889572663e-05, 0.0008818872137630521, 0.00038135191112257413, 0.00020898251560413358, 0.6121423367501089, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0445807,0.186902
"[1.3601306609173576e-05, 9.335448957251204e-06, 3.3560432703523413e-06, 1.3025443671269445e-05, 7.724057261376363e-06, 1.2339176837173673e-05, 8.15775990090268e-05, 6.554230751600309e-05, 0.0008785940404542577, 0.8761017212738651, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01802801,4.578462
"[1.9993007129639354e-05, 8.391365983971344e-06, 1.193825418645838e-06, 1.5393870631099085e-05, 1.8819190718680846e-05, 1.5029267620824286e-05, 0.000347322868825795, 0.00010269204539972848, 0.0003682045644112939, 0.559052535449531, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00892966,7.26067
"[1.8205411998634095e-05, 7.975459773501666e-06, 1.6255640698938327e-05, 1.8411926730300897e-05, 4.1162479719127315e-06, 1.3232888795878063e-05, 0.0009464261026631494, 0.00015287961921519084, 0.00031147615904074134, 0.6966316021483048, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.16777,0.297876
"[1.2024363849086123e-05, 9.16906239764657e-06, 1.6260885695186063e-05, 1.5309670436605923e-06, 6.20960317273311e-06, 1.5033049817020406e-05, 0.0008649811822453861, 0.0009254001539454416, 0.0006050398032301385, 0.1683973574086367, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5471104,0.1163823
"[1.4959828234658933e-05, 1.2049637211073069e-05, 1.4208310397363013e-05, 1.039510602223883e-05, 1.9465178775542002e-05, 1.4648911821385736e-05, 0.00026147560726495176, 0.0006476224574226678, 0.0003507352105425619, 0.6550185843931727, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.105737,0.0798916
"[7.01555921411984e-06, 1.3760335842889692e-05, 6.790132691976432e-06, 3.822604342750951e-06, 2.510623619999321e-06, 1.1718635774451206e-05, 0.00012348856432450615, 0.0006779748652649865, 4.327258806191474e-05, 0.46337563422745764, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.000251217,44.6296
"[7.565961921660997e-06, 1.5573599489097034e-05, 1.8971272237141127e-05, 1.777488121214998e-05, 6.821536485090387e-06, 1.582597128119446e-05, 4.5704616776187186e-05, 0.00015763954002653575, 0.0005652219692140096, 0.4692362045788896, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03701267,0.6393959
"[1.943524271148327e-05, 1.8430862613362342e-06, 1.0245901555432046e-05, 1.3932679298504054e-05, 8.00090162331927e-06, 9.682672260854697e-06, 0.0008159665543304583, 0.00019495589505696636, 0.0002212480567841443, 0.8478084946916323, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.03202,0.0395797
"[1.1836542821087184e-05, 3.6531119053786492e-06, 6.96023041739641e-06, 1.6570522477642e-05, 7.299805903572215e-06, 4.809587461246584e-06, 0.0005801960487923845, 0.0005885585222892071, 0.0002423184994343471, 0.17546295198574796, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5200907,0.08328543
"[1.277738193822323e-05, 6.210635595657578e-06, 1.2552653841632113e-05, 6.318075051405917e-06, 1.0017121212824777e-05, 2.664754716809306e-06, 1.026405269463507e-05, 0.0005637231052606009, 0.00017751147430678462, 0.6249581978926957, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.000462156,80.5023
"[1.1307743184430472e-05, 1.5520292373465066e-05, 1.8533863355689468e-05, 1.294836326439376e-05, 3.7575617481847065e-06, 1.4999920498601521e-05, 0.000812531715812931, 0.0003271402430051496, 0.0004746137935738007, 0.20072588403152003, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5222456,0.01454176
"[1.100457117077592e-05, 6.927450687650349e-06, 4.552934474652054e-06, 1.8199966259633897e-05, 1.6481539473332068e-05, 8.497420132357948e-06, 0.00037404668417205154, 0.0006747286875396193, 0.0005429747474215221, 0.6630511470757722, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00118966,54.1021
"[1.7279009071263846e-05, 4.562421633304299e-06, 6.652014156237445e-06, 1.6942958606741754e-05, 1.662358954144207e-05, 4.223583052086571e-06, 0.0005631844501479955, 0.0003831380381470604, 1.6997849233195766e-05, 0.6561805843660633, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.103579,0.167094
